Date,Country,Bias motivations,Type of incident,Source,Description
2021,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A gender-fluid person dressed as a woman and wearing make-up was followed, subjected to homophobic and sexist insults, threatened with sexual assault, kicked in the leg and punched in the stomach by two men in a park. The victim sustained injuries. This was the second physical assault targeting the victim in three months."
2021-05,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,A gay man was beaten and robbed of his mobile phone and money by two men during a date arranged via social media.
2021-07,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,A male LGBTI activist and blogger was subjected to homophobic insults and attacked with pepper spray by members of a far-right group in the street. The perpetrators filmed the incident.
2021-07,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A gay couple was subjected to homophobic insults, attacked with pepper spray, beaten in the head and face, and robbed by a group of four after the victims recited poetry in a public square. Both victims sustained injuries."
2021-07,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,Organizers and participants of an LGBTI pride event and the police officers protecting them were subjected to homophobic insults and attacked with tear gas by supporters of several far-right organizations. A number of police officers sustained injuries.
2021-08,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A female LGBTI activist was attacked by a man who put a knife to her throat in her apartment building due to her participation in LGBTI events. Before the incident, the victim had received multiple threats via social media and had a threatening note fixed to her door."
2021-05,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A man was subjected to homophobic insults, threatened with sexual assault, pushed and had his head bashed against a wall several times by his male landlord. The victim was forced to move house, leaving some of his belongings behind."
2021-08,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A gay man was surrounded, subjected to homophobic insults, beaten, repeatedly kicked and knocked to the ground by a group in the street at night due to his sexual orientation. The victim had previously been subjected to homophobic insults and threats by the same perpetrators."
2021-08,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A gay man was subjected to homophobic insults, chased, beaten, knocked to the ground and kicked by a group of men in the city centre. After the incident, the victim was repeatedly threatened with physical assault on social media."
2021-08,Ukraine,Anti-LGBTI hate crime,Threats,LGBT Human Rights NASH SVIT Center,A gay man was repeatedly threatened with physical assault on social media. This was part of a series of attacks targeting the same victim over a number of days.
2021-08,Ukraine,Anti-LGBTI hate crime,Threats,LGBT Human Rights NASH SVIT Center,Two male LGBTI activists were threatened when a personal video was unlawfully obtained and published alongside homophobic insults on the social media channel of a far-right group.
2021-10,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,Two gay men on a date were attacked and subjected to homophobic insults by a group of four men while crossing the street. One victim was pepper-sprayed and repeatedly hit in the head due to his gender-nonconforming appearance.
2021-10,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A non-binary person and her partner were subjected to homophobic insults, attacked with pepper spray and beaten by two men. The couple were targeted because one victim had a rainbow ribbon on their backpack."
2021-09,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A gay man was subjected to homophobic threats, spat at, chased, hit in the chest and knocked to the ground by two men while walking his dog at night. One perpetrator dragged the victim's dog by its lead. The victim had previously been targeted by the same perpetrators. The victim was forced to move house."
2021-08,Ukraine,Anti-LGBTI hate crime,Threats,LGBT Human Rights NASH SVIT Center,A gay man was repeatedly subjected to homophobic insults and threats by three male neighbours due to his sexual orientation. This was one of two incidents committed by the same perpetrators against the victim.
2021-10,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,A female LGBTI activist was threatened and attacked with pepper spray by a male member of a far-right group during a national holiday parade. The victim's activism was known by the perpetrator and among far-right groups.
2021-11,Ukraine,"Racist and xenophobic hate crime, Anti-LGBTI hate crime",Violent attacks against people,LGBT Human Rights NASH SVIT Center,"Customers and staff of an LGBTI-friendly bar were pepper-sprayed, beaten and subjected to homophobic and racist insults and death threats by approximately 30 masked members of a far-right group. The perpetrators also broke furniture and smashed windows, and left swastika graffiti on the wall. This was the second incident targeting the same bar in a three-week period; other locations in the area were also attacked at the time."
2021-11,Ukraine,Anti-LGBTI hate crime,Attacks against property,LGBT Human Rights NASH SVIT Center,The wall of an LGBTI-friendly bar was vandalized with homophobic graffiti by members of a far-right group. This was the first of two incidents targeting the bar in a three-week period.
2021-11,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,An 18-year-old transgender girl had her hair and face set on fire twice using pepper spray by a man after he found out about her gender identity. The victim sustained facial burns.
2021-11,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,"A gay man was abducted, handcuffed, threatened with a gun and blackmailed with having his sexual orientation revealed by three male members of a hate group during a date arranged online. The perpetrators extorted money from the victim. On the same day, another gay man was robbed by the same perpetrators."
2021-12,Ukraine,Anti-LGBTI hate crime,Violent attacks against people,LGBT Human Rights NASH SVIT Center,A lesbian LGBTI activist was doused with an antiseptic spray in the face and eyes by a man after she kissed her girlfriend in the street. The victim sustained eye injuries.
2021-12,Ukraine,Anti-LGBTI hate crime,Threats,LGBT Human Rights NASH SVIT Center,"Participants, organizers and security guards at an LGBTI event were threatened with violence by around 30 members of organized hate groups. The perpetrators blocked the entrance to the venue and attempted to assault participants as they entered."
